id,calories,mass,fat,carb,protein,img_indx,original_calories,original_mass,original_fat,original_carb,original_protein
dish_1566851198,0.7415413317845697,0.7018143087497297,0.6621997970344953,0.5611265699542567,0.6583347377276086,dish_1566851198.jpeg,463.047455,342.0,21.119635,42.903687,25.897209
dish_1565119439,0.7421552228352871,0.6212312634835558,0.6465985774198073,0.5609737021796037,0.6688640814449831,dish_1565119439.jpeg,465.412231,189.0,19.563423,42.858475,27.351355
dish_1561753432,0.7178284458960507,0.6525309629053966,0.6455523238490625,0.4278635811764565,0.7073561876803768,dish_1561753432.jpeg,380.321686,238.0,19.463066,16.882177,33.369026
dish_1561662054,0.7296225467089411,0.6803205667811012,0.6869898656064438,0.4909151893221465,0.6584342220517996,dish_1561662054.jpeg,419.438782,292.0,23.838249,26.351543,25.910593
dish_1563205982,0.695607964407779,0.7447863189503644,0.3591772848696952,0.5966802578195459,0.568327720232633,dish_1563205982.jpeg,316.239502,469.0,4.363,54.792,16.148998
dish_1564685450,0.7773111858570468,0.6784453742770873,0.7685616726877414,0.5473068859016036,0.729491350736413,dish_1564685450.jpeg,623.007507,288.0,35.372643,38.998962,37.391777
dish_1564588567,0.7382751834360028,0.6893283336936852,0.7351041588731421,0.2724646252864188,0.721798749022955,dish_1564588567.jpeg,450.666016,312.0,30.105001,5.274,35.943001
dish_1558718009,0.39732851866395746,0.4980158853149125,0.030260623315173273,0.29039632129222176,0.09498816769888085,dish_1558718009.jpeg,25.84,76.0,0.152,6.08,0.608
dish_1562007739,0.40914985407060217,0.47698694143358605,0.18408310995083324,0.1978757521623152,0.22496207884800457,dish_1562007739.jpeg,28.6,65.0,1.365,2.795,2.08
dish_1562690047,0.5124825643552745,0.4830509667208934,0.43057931210199807,0.1864626672176433,0.13109874015514317,dish_1562690047.jpeg,68.642334,68.0,6.488747,2.514018,0.926227
dish_1565031338,0.6877437912051015,0.6387274771057505,0.6116918422153816,0.33818807499933395,0.6669817037656939,dish_1565031338.jpeg,296.240448,215.0,16.466574,8.770726,27.085739
dish_1563827086,0.6399180082239306,0.6107898110794429,0.46239507604393937,0.4750937864534233,0.47952823614390666,dish_1563827086.jpeg,199.044998,175.0,7.69,23.585001,10.0
dish_1562173200,0.6482688611946045,0.6640198338000012,0.4516843990779005,0.4898954010687928,0.5295525753816862,dish_1562173200.jpeg,213.366608,259.0,7.265494,26.16419,13.126373
dish_1566402232,0.7535112322907505,0.8243245303709472,0.4923735079094448,0.5947790107566313,0.781739320336815,dish_1566402232.jpeg,511.396118,841.0,8.997679,54.081619,48.854603
dish_1560799558,0.6385794088304353,0.49442572794204986,0.44940856270045737,0.4800492283096276,0.44248518434660333,dish_1560799558.jpeg,196.840012,74.0,7.178,24.42,8.14
dish_1563305883,0.5351961247700793,0.49977614337200577,0.445182972895338,0.2404384604077656,0.22929422058581012,dish_1563305883.jpeg,83.052505,77.0,7.017997,4.055908,2.14745
dish_1562860045,0.6810825615020143,0.5630158587108535,0.6637446322026782,0.15888679104259845,0.5995822795295549,dish_1562860045.jpeg,280.290009,123.0,21.279999,1.918,19.049999
